Transaction ID,Nuts,Shellfish,Canned Fruit,Spices,Pasta,Yogurt,Coffee,Deli Meats,Ice Cream,TV Dinner,Cheese,Chips,Sour Cream,Cottage Cheese,Deli Salads,Dried Meat,Paper Wipes,Soda,Deodorizers,Cleaners,Shower Soap,Fresh Fish,Bagels,Muffins,Sliced Bread,Pancake Mix,Pancakes,Juice,Jelly,Jam,Preserves,Waffles,Cereal,Chocolate Candy,Gum,Hard Candy,Personal Hygiene,Pots and Pans,Tools,Sponges,Beer,Wine,Cookies,Pretzels,Candles,Sauces,Cooking Oil,Sugar,Chocolate,Flavored Drinks,Peanut Butter,Popcorn,Paper Dishes,Plastic Utensils,Rice,Soup,Dehydrated Soup,Frozen Vegetables,Fresh Vegetables,Canned Vegetables,French Fries,Pizza,Hamburger,Eggs,Tofu,Dish Soap,Dishwasher Soap,Aspirin,Ibuprofen,Acetominifen,Nasal Sprays,Mouthwash,Cold Remedies,Milk,Fresh Chicken,Conditioner,Shampoo,Lightbulbs,Hot Dogs,Crackers,Dips,Donuts,Toilet Brushes,Pot Scrubbers,Pot Cleaners,Toothbrushes,Sunglasses,Bologna,Non-Alcoholic Wine,Tuna,Shrimp,Anchovies,Clams,Oysters,Sardines,Fresh Fruit,Frozen Chicken,Batteries,Maps,Screwdrivers,Sports Magazines,Home Magazines,Fashion Magazines,Computer Magazines,Auto Magazines,Dried Fruit,Popsicles
2518,1,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,2,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,2,3,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0
2519,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,2,1,1,1,2,0,3,0,0,0,1,0,0,3,0,0,1,1,1,0,3,1,0,0,2,0,0,0,1,0,1,1,0,2,2,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,3,1,0,1,0,0,2,2,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0
2520,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,3,0,0,1,0,1,0,2,1,0,0,1,0,0,1,1,3,0,1,1,0,0,2,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,2,0,1,1,0,1,0,1,1,2,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,2,0,0,1
2521,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,2,1,1,0,0,1,2,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,2,0,1,0,0,0,0,2,1,0,0,2,2,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
2522,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,2,1,0,1,2,1,0,1,1,2,2,0,0,1,2,0,0,0,1,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,2,0,0,3,0,1,1,0,0,1,2,0,0,0,1,0,0,1,1,0,1,0,2,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,2
2523,0,0,1,1,2,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,2,0,0,1,0,1,0,0,2,0,0,2,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,0,0,0,3,1,0,0,0,3,0,0,0,1,0,1,0,0,2,0,0,3,0,0
2524,1,1,1,0,0,1,1,2,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,3,0,0,1,2,1,0,1,0,1,0,2,0,1,0,0,2,0,0,1,0,1,2,0,1,0,2,0,0,1,2,1,0,0,0,0,0,0,2,0,1,1,1,0,0,0,1,0,0,1,0,2,2,0,1,0,1,2,1
2525,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,1,2,2,0,0,1,0,1,0,1,0,1,1,0,2,1,1,2,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,2,0,0,0,0,2,1,0,0,1,1,0,0,1,0,1,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,2,1,0,0,0,2,1,1,1,1,0,3,2,0,1,0
2526,1,0,2,2,3,0,3,1,1,1,3,0,0,2,0,1,0,0,0,0,2,0,2,0,1,1,0,0,0,3,1,0,2,1,0,0,0,3,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,2,0,3,0,2,0,0,2,0,1,2,2,1,2,2,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,2,0,0,0,0
2527,1,0,0,2,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2,0,1,0,1,0,0,2,0,0,1,1,0,1,0,0,0,2,0,0,1,1,0,0,0,0,2,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1,0,2,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1,0,0,0,1,0,2,0,0,0
2528,0,3,1,1,0,1,0,0,0,0,1,0,1,0,0,2,1,2,0,0,0,0,0,2,2,2,0,0,0,2,0,3,0,0,0,2,2,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,2,3,0,1,0,0,0,0,0,1,0,1,1,2,0,1,0,0,0,3,2,2,0,1,2,0,1,0,0,0,0,0,0,2,1,0,1,1,0,0,0,1,0,1
2529,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,2,1,0,1,1,1,1,2,0,0,2,2,0,0,1,0,0,1,0,0,1,0,0,2,0,0,1,0,1,1,0,1,0,1,1,0,3,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,3,0,1,1,0,1,1,0,2,0,0,1,0,1,1,0,0,0,0,0,2,2,0,1,1,1
2530,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,2,0,1,0,1,1,1,1,0,0,0,3,2,2,0,3,0,0,3,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,2,1,0,0,1,0,0
2531,1,0,0,1,0,0,0,1,0,1,1,2,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,1,0
2532,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,1,0,2,0,1,0,2,2,0,2,1,1,0,1,0,1,2,0,1,0,0,0,0,2,0,0,1,0,0,0,1,1,1,2,1,0,0,1,0,1,1,0,0,1,0,2,0,0,1,0,0,2,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0
2533,0,0,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,1,2,1,0,0,1,1,0,0,0,0,0,0,3,0,2,1,0,1,2,0,0,0,3,0,0,0,0,1,0,0,0,2,1,0,2,2,1,1,0,2,1,0,0,1,0,0,0,0,0,1,0,0,2,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,2,0,0,1,0,0,1,0,0,1,2,0,1,0
2534,0,0,0,1,2,0,1,1,2,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,2,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,2,0,3,1,1,1
2535,0,2,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,2,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,2,0,0,1,2,1,0,0,1,2,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2
2536,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1,2,1,0,0,1,0,0,1,1,2,0,1,0,0,1,1,2,1,1,2,1,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,2,0,0,0,0,1,0,0,1,1,1,3,1,3,0,0,1,0,1,1,0,1,0,2,2,2,0,0,1,1,0
2537,1,2,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,3,0,1,0,0,0,1,0,0,0,0,1,1,0,3,0,1,0,1,1,0,1,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,2,1,0,0,0,1,2,2,1,1,0,1,0,1,0,0,3,0,1,0,0,0,0,0,1,0,0,1,0,0
2538,0,0,1,1,1,1,0,0,1,0,1,1,0,0,3,0,2,0,0,0,0,0,1,0,0,0,1,0,1,0,2,0,2,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,1,1,0,1,0,3,0,1,0,1,1,0,0,0,1,2,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,1,0,0,1,2,0,1,1,0,0,2,2
2539,0,0,1,1,1,1,2,0,0,0,1,2,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,2,0,1,0,1,0,0,0,1,0,0,1,2,0,0,1,2,0,1,0,0,1,1,0,2,3,0,1,2,0,1,0,0,1,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0
2540,0,1,1,1,0,1,2,2,1,0,1,0,2,0,1,0,0,1,0,0,0,2,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,1,0,0,0,0,2,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,2,1,1,2,0,2,0,1,0,1,0,1,0,1,0,0,0,1,1,0,2,0,1,1,0,0,2,1,0,0,0,0
2541,0,2,1,0,0,2,0,2,0,0,0,2,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,0,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,2,1,0,2,1,0,2,0,0,2,0,0,0,1,0
2542,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,2,0,2,0,0,1,0,1,0,0,2,2,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,1,2,1,1,2,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,2,0,0,0,2
2543,3,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,1,2,0,0,0,1,1,0,1,0,1,1,1,0,0,0,2,1,0,1,0,1
2544,2,0,0,0,1,1,0,0,0,0,1,0,2,1,2,0,1,1,1,1,1,1,2,1,2,0,1,2,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,1,2,0,0,1,0,1,0,1,0,0,0,1,3,0,0,1,1,1,1,0,0,3,1,0,0,1,0,0,0,1,0,0,0,1,2,1,0,2,2,1,1,1,2,0,0,0,3,0,1,0,1,0,2,0,0,2,0,1
2545,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,3,1,0,1,0,0,2,0,0,1,2,0,0,0,1,1,0,0,0,0,0,1,0,2,0,0,3,0,1,2,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,2,1,0,0,2
2546,0,1,0,0,2,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,3,1,0,1,0,0,0,1,1,1,1,2,1,0,0,0,2,0,0,1,0,2,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,2,0,0,2,1,0,0,0,0,0,2,0,1,1,1,2,2
2547,0,1,0,1,0,1,2,1,0,0,2,0,0,1,0,0,2,0,0,0,2,0,0,0,1,0,1,0,0,2,1,2,1,0,0,1,1,0,0,0,1,0,0,0,1,2,1,0,2,1,3,0,2,2,0,2,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,2,1,1,0,0,0,0,1,1,0,0,0,2,2,0,0,1,2,0,0,0,2,1
2548,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0,1,0,0,3,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,2,1,2,0,0,1,1,0,0,1,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
2549,2,2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,1,0,0,0,1,2,1,0,0,1,1,0,0,0,0,1,0,1,2,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,2,1,1,1,0,1,0,0,2,0,1,0,1,0,0,2,1,0,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0
2550,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,2,0,1,2,2,0,1,1,1,1,1,1,1,2,2,0,0,0,0,1,0,0,1,0,1,0,2,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,2,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,2,0,0,0,0,2,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0
2551,2,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,2,0,1,1,0,0,0,0,2,0,0,0,2,0,1,3,3,1,0,1,1,1,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0
2552,0,0,0,1,3,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,2,1,0,0,0,0,0,1,0,3,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,2,0,1,0,1,0,0,1,0,1,0,0,0,1,2,0,1,0,1,0,1,0,0,0,2,2,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,2,0,0,0,0,0,0,3,0,0,0,1,0,0
2553,0,1,0,0,0,1,2,1,0,0,1,1,3,0,1,1,0,0,2,1,0,1,0,1,2,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,2,0,0,1,2,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,2,0,0,0,2,1,2,1,2,1,0,0,1,0,0,1,1,1,1,1,0,0,0,2,1
2554,1,2,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,2,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,3,1,2,1,0,2,1,1,0,0,0,0,1,1,0,1,0,1,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,1,1,0,0,0
2555,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,2,0,0,0,1,0,0,2,0,1,0,0,2,0,0,1,0,0,1,0,1,1,1,0,2,1,1,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,1,0,2,2,1,0,0,0,3,0,0,0,2,0,0,1
2556,1,0,0,3,3,0,1,0,0,0,1,1,0,0,3,2,1,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,0,2,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1
2557,0,1,0,0,1,0,0,1,0,0,0,2,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,2,1,3,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,2,0,1,0,0,1,2,1,3,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,3
2558,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,2,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,2,1,0,0,1,0,0,1,0,0,3,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,3,1,1
2559,2,0,1,0,2,0,2,1,1,0,0,0,0,0,0,0,0,2,1,0,2,2,0,0,2,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,2,0,0,1,0,2,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,2,1,1,0,3,2,2,0,2,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,3,1,0
2560,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,3,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,2,0,1,1,1,1,0,1,1,0,0,0,1,0,1,0,2,0,0,0,1,0,2,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,3,0,0,0,0,2,0,1,2,0,2,0,1,1,2,2,0,0,0,2
2561,1,0,0,1,2,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,1,0,2,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,2,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0
2562,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,1,2,0,0,2,0,0,0,3,2,0,1,0,0,3,0,0,2,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,3,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,2
2563,2,0,0,0,0,0,1,1,0,1,0,3,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,2,1,1,0,0,0,0,0,0,1,2,1,0,1,1,0,0,2,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,2,1
2564,1,0,2,2,0,1,2,1,0,0,0,1,0,2,1,0,0,1,0,3,2,1,0,0,1,0,1,0,0,2,0,1,0,0,1,1,1,0,0,1,3,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,1,2,0,0,2,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
2565,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,0,0,0,0,1,0,0,1,0,1,1,2,1,1,0,0,0,0,1,2,0,1,1,1,0,0,0,0,0,0,1,2,0,2,2,0,0,0,1,0,1,2,0,0,2,0,1,0,0,0,1,1,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,2,0,0,1,1
2566,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,1,0,0,1,0,0,0,0,1,0,3,1,0,1,0,2,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,1,1,2,0,0,0,2,0,0,0,0,0,2,0,1,1,1,0,1,0,0,0,0,0,0,2,0,3,0,0,0,1,2,0,1,1,0,0,3,1,0,1,2,0
2567,0,0,0,3,1,2,1,0,1,1,1,0,0,2,1,0,1,0,0,1,0,0,0,0,0,1,0,2,0,2,0,1,1,3,0,0,0,1,1,1,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,2,2,1,0,0,0,1,0,1,2,0,2,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0
2568,0,3,1,1,1,0,1,0,0,0,0,2,0,0,2,0,1,0,1,1,0,1,0,0,1,0,0,1,2,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,2,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,1,0,0,1,0,2,1,0,2,1,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
2569,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3,0,1,1,2,0,1,1,0,0,0,0,1,2,0,0,1,1,0,1,1,0,2,0,1,0,1,1,2,3,2,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,3,0,0,0,0,0,1,0,1,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,2,0,1,1,1,1,0,1,1,0,0,0,1
2570,1,1,2,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,2,0,0,1,0,1,0,2,2,1,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,2,1,0,0,2,2,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,2,1,0,2,1,0,2,0,1,0,0,1,3,0,1,0,1,1,0,0,2,1,1,0,0,1,1,1,0
2571,3,0,1,1,0,0,1,0,0,3,0,1,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1,1,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,1,0,1,0,0,1,0,1,0,1,0,0,2,1,1,0,0,1,0,0,3,0,1,1,3,0,1,0,0,3
2572,1,0,0,1,0,0,1,0,1,0,3,0,1,1,0,0,1,1,2,1,1,0,0,3,1,2,1,2,2,1,2,0,0,0,0,2,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,2,0,0,1,1,1,0,2,0,0,1,2,0,1,0,0,0,1,1,1,2
2573,0,1,1,0,0,3,1,0,3,0,3,1,1,1,0,1,1,1,0,1,1,0,0,1,3,1,1,2,0,1,0,1,0,1,2,1,0,0,0,0,0,0,0,2,0,0,1,2,2,1,0,1,0,0,2,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,2,0,0,1,0,0,1,0,1,0,3,0,3,0,1,0,0,0,0,2,1,0,1,0,2,0,0,1
2574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,2,0,1,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,2,3,2,2,1,1,0,0,0,1,2,1,0,1,1,0,1,0,0,0,0,0,1
2575,0,1,0,1,1,0,0,0,0,2,1,1,0,1,0,3,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,3,2,3,0,2,1,1,0,1,0,1,3,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,2,2,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0
2576,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,3,2,2,0,1,0,1,0,1,1,1,0,1,2,0,2,2,1,0,0,0,0,1,1,0,2,0,0,1,2,2,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0
2577,0,2,0,0,2,0,1,1,0,0,2,1,1,0,0,0,1,0,0,1,1,2,1,1,0,1,1,2,2,1,0,0,0,1,1,0,0,0,0,2,0,0,0,1,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,1,2,1,1,1,0,1,0,0,0,0,2,0,0,0,1,1,2,0,2,1,0,1,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2578,1,0,3,3,0,1,2,1,1,0,0,0,0,0,0,3,3,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,2,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,3,0,2,1,0,1,1,0,2,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,2,0,1,2,0
